2020-04-16,Apuane,Carrara,1,,,,
2020-04-16,Apuane,Massa,3,,,,
2020-04-16,Lunigiana,Aulla,,,,,
2020-04-16,Lunigiana,Fosdinovo,,,,,
2020-04-16,Lunigiana,Fivizzano,,,,,
2020-04-16,Lunigiana,Pontremoli,3,,,,
2020-04-16,Lunigiana,Filattiera,1,,,,
2020-04-16,Piana di Lucca,Capannori,1,,,,
2020-04-16,Piana di Lucca,Lucca,,,,,
2020-04-16,Piana di Lucca,Porcari,,,,,
2020-04-16,Piana di Lucca,Villa Basilica,,,,,
2020-04-16,Valle del Serchio,Borgo a Mozzano,,,,,
2020-04-16,Valle del Serchio,Pieve Fosciana,,,,,
2020-04-16,Valle del Serchio,Fabbriche di Vergemoli,1,,,,
2020-04-16,Zona Pisana,Cascina,,,,,
2020-04-16,Zona Pisana,San Giuliano Terme,,,,,
2020-04-16,Alta val di Cecina Val d'Era,Volterra,,,,,
2020-04-16,Alta val di Cecina Val d'Era,Pontedera,1,,,,
2020-04-16,Alta val di Cecina Val d'Era,Palaia,2,,,,
2020-04-16,Zona Livornese,Livorno,,,,,
2020-04-16,Zona Livornese,Collesalvetti,1,,,,
2020-04-16,Bassa Val di Cecina Val di Cornia,Cecina,1,,,,
2020-04-16,Versilia,Camaiore,,,,,
2020-04-16,Versilia,Forte dei Marmi,,,,,
2020-04-16,Versilia,Massarosa,,,,,
2020-04-16,Versilia,Viareggio,1,,,,
2020-04-16,Toscana,Toscana,,5,0,,
