2020-04-27,Apuane,Carrara,,,,,
2020-04-27,Apuane,Massa,2,,,,
2020-04-27,Lunigiana,Fosdinovo,,,,,
2020-04-27,Lunigiana,Podenzana,,,,,
2020-04-27,Lunigiana,Pontremoli,,,,,
2020-04-27,Piana di Lucca,Capannori,,,,,
2020-04-27,Piana di Lucca,Lucca,,,,,
2020-04-27,Valle del Serchio,Castelnuovo Garfagnana,,,,,
2020-04-27,Valle del Serchio,Coreglia Antelminelli,,,,,
2020-04-27,Valle del Serchio,Gallicano,,,,,
2020-04-27,Valle del Serchio,Minucciano,,,,,
2020-04-27,Zona Pisana,Cascina,,,,,
2020-04-27,Zona Pisana,Pisa,,,,,
2020-04-27,Zona Pisana,San Giuliano Terme,,,,,
2020-04-27,Alta Val di Cecina Val d'Era,Casciana Terme Lari,,,,,
2020-04-27,Alta Val di Cecina Val d'Era,Peccioli,,,,,
2020-04-27,Alta Val di Cecina Val d'Era,Santa Maria a Monte,,,,,
2020-04-27,Alta Val di Cecina Val d'Era,Pomarance,1,,,,
2020-04-27,Zona Livornese,Collesalvetti,,,,,
2020-04-27,Zona Livornese,Livorno,1,,,,
2020-04-27,Bassa Val di Cecina Val di Cornia,Bibbona,,,,,
2020-04-27,Bassa Val di Cecina Val di Cornia,Cecina,,,,,
2020-04-27,Versilia,Camaiore,1,,,,
2020-04-27,Versilia,Forte dei Marmi,,,,,
2020-04-27,Versilia,Massarosa,,,,,
2020-04-27,Versilia,Pietrasanta,,,,,
2020-04-27,Versilia,Seravezza,,,,,
2020-04-27,Versilia,Stazzema,,,,,
2020-04-27,Versilia,Viareggio,1,,,,
2020-04-27,Toscana,Toscana,,65,7,,
