2020-04-17,Apuane,Carrara,2,,,,
2020-04-17,Apuane,Massa,,,,,
2020-04-17,Apuane,Montignoso,1,,,,
2020-04-17,Piana di Lucca,Lucca,1,,,,
2020-04-17,Valle del Serchio,Castelnuovo Garfagnana,2,,,,
2020-04-17,Zona Pisana,Fauglia,,,,,
2020-04-17,Zona Pisana,Pisa,,,,,
2020-04-17,Alta Val di Cecina Val d'Era,Pomarance,,,,,
2020-04-17,Alta Val di Cecina Val d'Era,Pontedera,,,,,
2020-04-17,Alta Val di Cecina Val d'Era,Terricciola,1,,,,
2020-04-17,Zona Livornese,Livorno,,,,,
2020-04-17,Bassa Val di Cecina Val di Cornia,Cecina,,,,,
2020-04-17,Versilia,Seravezza,,,,,
2020-04-17,Versilia,Viareggio,,,,,
2020-04-17,Toscana,Toscana,,10,278,,
