2020-04-18,Apuane,Carrara,2,,,,
2020-04-18,Apuane,Massa,2,,,,
2020-04-18,Apuane,Montignoso,,,,,
2020-04-18,Lunigiana,Fivizzano,,,,,
2020-04-18,Lunigiana,Mulazzo,,,,,
2020-04-18,Lunigiana,Bagnone,1,,,,
2020-04-18,Piana di Lucca,Capannori,1,,,,
2020-04-18,Piana di Lucca,Lucca,,,,,
2020-04-18,Piana di Lucca,Montecarlo,,,,,
2020-04-18,Piana di Lucca,Porcari,,,,,
2020-04-18,Zona Pisana,Pisa,,,,,
2020-04-18,Zona Pisana,Vecchiano,,,,,
2020-04-18,Alta val di Cecina Val d'Era,Buti,,,,,
2020-04-18,Alta val di Cecina Val d'Era,Casciana Terme Lari,,,,,
2020-04-18,Alta val di Cecina Val d'Era,Lajatico,,,,,
2020-04-18,Alta val di Cecina Val d'Era,Buti,1,,,,
2020-04-18,Zona Livornese,Livorno,,,,,
2020-04-18,Versilia,Camaiore,,,,,
2020-04-18,Versilia,Forte dei Marmi,,,,,
2020-04-18,Versilia,Pietrasanta,1,,,,
2020-04-18,Versilia,Seravezza,,,,,
2020-04-18,Versilia,Viareggio,,,,,
2020-04-18,Toscana,Toscana,,36,0,,
