2020-03-30,Lunigiana,Licciana Nardi,1,,,
2020-03-30,Bassa Val di Cecina Val di Cornia,Cecina,1,,,
2020-03-30,Versilia,Massarosa,1,,,
2020-03-30,Toscana,Toscana,6,14,,
