2020-04-11,Apuane,Carrara,7
2020-04-11,Apuane,Massa,6
2020-04-11,Apuane,Montignoso,1
2020-04-11,Lunigiana,Bagnone,1
2020-04-11,Lunigiana,Licciana Nardi,1
2020-04-11,Lunigiana,Pontremoli,2
2020-04-11,Piana di Lucca,Altopascio,1
2020-04-11,Piana di Lucca,Lucca,4
2020-04-11,Valle del Serchio,Bagni di Lucca,1
2020-04-11,Valle del Serchio,Castelnuovo Garfagnana,1
2020-04-11,Valle del Serchio,Gallicano,3
2020-04-11,Zona Pisana,Cascina,3
2020-04-11,Zona Pisana,Pisa,5
2020-04-11,Zona Pisana,San Giuliano Terme,3
2020-04-11,Alta Val di Cecina Val d'Era,Calcinaia,1
2020-04-11,Alta Val di Cecina Val d'Era,Casciana Terme Lari,2
2020-04-11,Alta Val di Cecina Val d'Era,Palaia,5
2020-04-11,Alta Val di Cecina Val d'Era,Peccioli,1
2020-04-11,Alta Val di Cecina Val d'Era,Ponsacco,2
2020-04-11,Alta Val di Cecina Val d'Era,Pontedera,2
2020-04-11,Alta Val di Cecina Val d'Era,Volterra,1
2020-04-11,Zona Livornese,Livorno,12
2020-04-11,Elba,Portoferraio,1
2020-04-11,Bassa Val di Cecina Val di Cornia,Bibbona,1
2020-04-11,Bassa Val di Cecina Val di Cornia,Castagneto Carducci,1
2020-04-11,Bassa Val di Cecina Val di Cornia,Castellina Marittima,1
2020-04-11,Bassa Val di Cecina Val di Cornia,Cecina,3
2020-04-11,Versilia,Camaiore,1
2020-04-11,Versilia,Forte dei Marmi,1
2020-04-11,Versilia,Massarosa,1
2020-04-11,Versilia,Pietrasanta,6
2020-04-11,Versilia,Seravezza,2
2020-04-11,Versilia,Stazzema,1
2020-04-11,Versilia,Viareggio,3
