2020-04-28,Apuane,Massa,	2
2020-04-28,Apuane,Montignoso,	1
2020-04-28,Piana di Lucca,Capannori,	2
2020-04-28,Piana di Lucca,Lucca,	2
2020-04-28,Zona Pisana,Cascina,	1
2020-04-28,Zona Pisana,Pisa,	2
2020-04-28,Alta Val di Cecina Val d'Era,Calcinaia,	1
2020-04-28,Alta Val di Cecina Val d'Era,Palaia,	1
2020-04-28,Zona Livornese,Collesalvetti,	1
2020-04-28,Zona Livornese,Livorno,	1
2020-04-28,Bassa Val di Cecina Val di Cornia,Cecina,	1
