2020-04-02,Apuane,Carrara,5
2020-04-02,Apuane,Massa,6
2020-04-02,Apuane,Montignoso,1
2020-04-02,Lunigiana,Filattiera,1
2020-04-02,Lunigiana,Fivizzano,2
2020-04-02,Lunigiana,Pontremoli,9
2020-04-02,Lunigiana,Villafranca in Lunigiana,2
2020-04-02,Lunigiana,Zeri,1
2020-04-02,Piana di Lucca,Altopascio,3
2020-04-02,Piana di Lucca,Capannori,6
2020-04-02,Piana di Lucca,Lucca,7
2020-04-02,Piana di Lucca,Montecarlo,1
2020-04-02,Piana di Lucca,Porcari,1
2020-04-02,Valle del Serchio,Bagni di Lucca,2
2020-04-02,Valle del Serchio,Barga,2
2020-04-02,Zona Pisana,Cascina,6
2020-04-02,Zona Pisana,Crespina Lorenzana,1
2020-04-02,Zona Pisana,Pisa,3
2020-04-02,Zona Pisana,San Giuliano Terme,1
2020-04-02,Zona Pisana,Vecchiano,1
2020-04-02,Alta Val di Cecina Val d'Era,Capannoli,5
2020-04-02,Alta Val di Cecina Val d'Era,Palaia,2
2020-04-02,Alta Val di Cecina Val d'Era,Peccioli,1
2020-04-02,Alta Val di Cecina Val d'Era,Pontedera,1
2020-04-02,Alta Val di Cecina Val d'Era,Santa Maria a Monte,1
2020-04-02,Zona Livornese,Collesalvetti,1
2020-04-02,Zona Livornese,Livorno,1
2020-04-02,Bassa Val di Cecina Val di Cornia,Guardistallo,1
2020-04-02,Bassa Val di Cecina Val di Cornia,Rosignano Marittimo,1
2020-04-02,Versilia,Camaiore,1
2020-04-02,Versilia,Pietrasanta,2
2020-04-02,Versilia,Stazzema,1
2020-04-02,Versilia,Viareggio,3
