2020-03-30,Apuane,Carrara,19
2020-03-30,Apuane,Massa,3
2020-03-30,Lunigiana,Aulla,3
2020-03-30,Lunigiana,Bagnone,1
2020-03-30,Lunigiana,Fivizzano,3
2020-03-30,Lunigiana,Licciana Nardi,1
2020-03-30,Lunigiana,Mulazzo,5
2020-03-30,Lunigiana,Pontremoli,4
2020-03-30,Lunigiana,Villafranca in Lunigiana,5
2020-03-30,Piana di Lucca,Capannori,6
2020-03-30,Piana di Lucca,Lucca,5
2020-03-30,Valle del Serchio,Bagni di Lucca,1
2020-03-30,Valle del Serchio,Barga,1
2020-03-30,Valle del Serchio,Camporgiano,1
2020-03-30,Valle del Serchio,Gallicano,2
2020-03-30,Valle del Serchio,Minucciano,3
2020-03-30,Valle del Serchio,Molazzana,1
2020-03-30,Zona Pisana,Cascina,1
2020-03-30,Zona Pisana,Pisa,3
2020-03-30,Zona Pisana,San Giuliano Terme,3
2020-03-30,Zona Pisana,Vecchiano,1
2020-03-30,Zona Pisana,Vicopisano,1
2020-03-30,Alta Val di Cecina Val d'Era,Bientina,1
2020-03-30,Alta Val di Cecina Val d'Era,Calcinaia,1
2020-03-30,Alta Val di Cecina Val d'Era,Casciana Terme Lari,1
2020-03-30,Alta Val di Cecina Val d'Era,Ponsacco,1
2020-03-30,Alta Val di Cecina Val d'Era,Santa Maria a Monte,1
2020-03-30,Zona Livornese,Collesalvetti,1
2020-03-30,Zona Livornese,Livorno,24
2020-03-30,Elba,Rio nell'Elba,1
2020-03-30,Bassa Val di Cecina Val di Cornia,Cecina,2
2020-03-30,Bassa Val di Cecina Val di Cornia,Piombino,2
2020-03-30,Bassa Val di Cecina Val di Cornia,Rosignano Marittimo,1
2020-03-30,Versilia,Camaiore,2
2020-03-30,Versilia,Forte dei Marmi,1
2020-03-30,Versilia,Massarosa,1
2020-03-30,Versilia,Seravezza,2
2020-03-30,Versilia,Stazzema,1
2020-03-30,Versilia,Viareggio,2
